# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
# The units of phi, tau in the derivatives and the potential V are the following:
# --> phi is given in units of the reduced Planck mass m_Pl = (8 pi G)^(-1/2)
# --> tau in the derivative of V(phi) is given in units of Mpc.
# --> the potential V(phi) is given in units of m_Pl^2/Mpc^2.
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_ncdm[0]        13:(.)p_ncdm[0]          14:(.)rho_ur             15:(.)rho_crit           16:(.)rho_scf            17:(.)p_scf              18:(.)w_scf              19:(.)Om                 20:(.)Our                21:(.)Oscf               22:(.)OscfKin            23:(.)Otot               24:phi_scf               25:phi'_scf              26:V_scf                 27:V'_scf                28:V''_scf               29:gr.fac. D             30:gr.fac. f             31:beta                  32:dbeta/dz           
       9.326212236469e+13       8.682421076941e-26       4.965841071680e-09       1.878257081744e+22       1.450740737092e+04       1.555551922161e-10       1.352991601421e+18       2.866748752120e-09       2.081614238068e+44       2.055121525708e+33       1.084873111068e+34       4.789892829068e+43       1.596630943023e+43       9.672461440185e+43       3.527849665122e+44       5.606326883894e+20       5.606326883894e+20       1.000000000000e+00       3.657710464240e-11       8.642262770516e-01       1.589162639021e-24       1.589162639021e-24       8.642262770882e-01       1.568700000116e-03       3.590450233940e-04       3.680090060397e-08      -0.000000000000e+00       0.000000000000e+00       6.910145665651e-07       1.433565615564e+01       7.071067811865e-02       0.000000000000e+00 
       9.261382558559e+13       8.804400410651e-26       5.000401870348e-09       1.852235031783e+22       1.450740737092e+04       1.566440785616e-10       1.343586495950e+18       2.886815993384e-09       2.024334923495e+44       2.012561203626e+33       1.062406046007e+34       4.658090416733e+43       1.552696805578e+43       9.406306476697e+43       3.430774612964e+44       5.604563936472e+20       5.604563936472e+20       1.000000000000e+00       3.683314437488e-11       8.642262770514e-01       1.633614728083e-24       1.633614728083e-24       8.642262770882e-01       1.568700000128e-03       3.615014868550e-04       3.680090060397e-08      -0.000000000000e+00       0.000000000000e+00       7.601160232215e-07       1.303241468694e+01       7.071067811865e-02       0.000000000000e+00 
       9.197003533823e+13       8.928093432020e-26       5.034962669015e-09       1.826573500672e+22       1.450740737092e+04       1.577405871116e-10       1.334246768570e+18       2.907023705338e-09       1.968631751041e+44       1.970882280038e+33       1.040404260257e+34       4.529914781972e+43       1.509971593991e+43       9.147475239958e+43       3.336370753358e+44       5.601236484272e+20       5.601236484272e+20       1.000000000000e+00       3.709097638550e-11       8.642262770512e-01       1.678841141571e-24       1.678841141571e-24       8.642262770883e-01       1.568700000141e-03       3.639239175868e-04       3.680090060397e-08      -0.000000000000e+00       0.000000000000e+00       8.292174798780e-07       1.194638012970e+01       7.071067811865e-02       0.000000000000e+00 
       9.133072029615e+13       9.053524216646e-26       5.069523467682e-09       1.801267493654e+22       1.450740737092e+04       1.588447712213e-10       1.324971964816e+18       2.927372871275e-09       1.914461350357e+44       1.930066501713e+33       1.018858118164e+34       4.405266127557e+43       1.468422042519e+43       8.895766204615e+43       3.244564583695e+44       5.596389436113e+20       5.596389436113e+20       1.000000000000e+00       3.735061322019e-11       8.642262770510e-01       1.724850682349e-24       1.724850682349e-24       8.642262770883e-01       1.568700000154e-03       3.663127870908e-04       3.680090060397e-08      -0.000000000000e+00       0.000000000000e+00       8.983189365345e-07       1.102742781203e+01       7.071067811865e-02       0.000000000000e+00 
       9.069584935070e+13       9.180717178365e-26       5.105903255753e-09       1.776312085170e+22       1.450740737092e+04       1.599566846199e-10       1.315761633382e+18       2.947864481374e-09       1.861781544502e+44       1.890095993437e+33       9.977581836237e+33       4.284047402356e+43       1.428015800785e+43       8.650983390640e+43       3.155284623920e+44       5.590067279143e+20       5.590067279143e+20       1.000000000000e+00       3.761206751272e-11       8.642262770507e-01       1.771652305711e-24       1.771652305711e-24       8.642262770884e-01       1.568700000167e-03       3.686685603366e-04       3.680090060397e-08      -0.000000000000e+00       0.000000000000e+00       9.674203931909e-07       1.023975439688e+01       7.071067811865e-02       0.000000000000e+00 
       9.006539160943e+13       9.309697074004e-26       5.142283043824e-09       1.751702417901e+22       1.450740737092e+04       1.610763814122e-10       1.306615326100e+18       2.968499532744e-09       1.810551317112e+44       1.850953250179e+33       9.770952159483e+33       4.166164225771e+43       1.388721408590e+43       8.412936210745e+43       3.068461360880e+44       5.582314044737e+20       5.582314044737e+20       1.000000000000e+00       3.787535198530e-11       8.642262770505e-01       1.819255121119e-24       1.819255121119e-24       8.642262770884e-01       1.568700000180e-03       3.709916958514e-04       3.680090060397e-08      -0.000000000000e+00       0.000000000000e+00       1.036521849847e-06       9.557104103757e+00       7.071067811865e-02       0.000000000000e+00 
       8.943931639467e+13       9.440489008196e-26       5.176843842492e-09       1.727433701824e+22       1.450740737092e+04       1.622039160821e-10       1.297532597914e+18       2.989279029473e-09       1.760730780460e+44       1.812621129426e+33       9.568601658187e+33       4.051524814257e+43       1.350508271419e+43       8.181439321990e+43       2.984027194198e+44       5.573173277384e+20       5.573173277384e+20       1.000000000000e+00       3.814047944918e-11       8.642262770503e-01       1.867668393981e-24       1.867668393981e-24       8.642262770884e-01       1.568700000194e-03       3.732826458103e-04       3.680090060397e-08      -0.000000000000e+00       0.000000000000e+00       1.105623306504e-06       8.959785097272e+00       7.071067811865e-02       0.000000000000e+00 
       8.881759324197e+13       9.573118438272e-26       5.213223630562e-09       1.703501213279e+22       1.450740737092e+04       1.633393434947e-10       1.288513006866e+18       3.010203982679e-09       1.712281144399e+44       1.775082843677e+33       9.370441713216e+33       3.940039909853e+43       1.313346636618e+43       7.956312481476e+43       2.901916383644e+44       5.562688006383e+20       5.562688006383e+20       1.000000000000e+00       3.840746280532e-11       8.642262770501e-01       1.916901547452e-24       1.916901547452e-24       8.642262770885e-01       1.568700000207e-03       3.755418561236e-04       3.680090060397e-08      -0.000000000000e+00       0.000000000000e+00       1.174724763160e-06       8.432738915079e+00       7.071067811865e-02       0.000000000000e+00 
       8.820019189868e+13       9.707611179211e-26       5.249603418633e-09       1.679900294048e+22       1.450740737092e+04       1.644827188991e-10       1.279556114068e+18       3.031275410558e-09       1.665164686165e+44       1.738321953091e+33       9.176385540687e+33       3.831622710690e+43       1.277207570230e+43       7.737380406005e+43       2.822064997944e+44       5.550900720190e+20       5.550900720190e+20       1.000000000000e+00       3.867631504494e-11       8.642262770498e-01       1.966964164268e-24       1.966964164268e-24       8.642262770885e-01       1.568700000221e-03       3.777697665236e-04       3.680090060397e-08      -0.000000000000e+00       0.000000000000e+00       1.243826219817e-06       7.964253419797e+00       7.071067811865e-02       0.000000000000e+00 
       8.758708232243e+13       9.843993408668e-26       5.287802196108e-09       1.656626350451e+22       1.450740737092e+04       1.656340979314e-10       1.270661483682e+18       3.052494338431e-09       1.619344721000e+44       1.702322358283e+33       8.986348153957e+33       3.726188803409e+43       1.242062934470e+43       7.524472635610e+43       2.744410865009e+44       5.537853343279e+20       5.537853343279e+20       1.000000000000e+00       3.894704925025e-11       8.642262770496e-01       2.017865988612e-24       2.017865988612e-24       8.642262770885e-01       1.568700000235e-03       3.799668106506e-04       3.680090060397e-08      -0.000000000000e+00       0.000000000000e+00       1.312927676473e-06       7.545082187176e+00       7.071067811865e-02       0.000000000000e+00 
       8.697823467967e+13       9.982291672066e-26       5.324181984179e-09       1.633674852449e+22       1.450740737092e+04       1.667935366170e-10       1.261828682902e+18       3.073861798800e-09       1.574785573594e+44       1.667068293281e+33       8.800246326408e+33       3.623656097432e+43       1.207885365811e+43       7.317423400833e+43       2.668893523525e+44       5.523587215346e+20       5.523587215346e+20       1.000000000000e+00       3.921967859499e-11       8.642262770494e-01       2.069616928011e-24       2.069616928011e-24       8.642262770886e-01       1.568700000249e-03       3.821334161372e-04       3.680090060397e-08      -0.000000000000e+00       0.000000000000e+00       1.382029133129e-06       7.167828077817e+00       7.071067811865e-02       0.000000000000e+00 
       8.637361934426e+13       1.012253288777e-25       5.360561772250e-09       1.611041332765e+22       1.450740737092e+04       1.679610913733e-10       1.253057281928e+18       3.095378831392e-09       1.531452550306e+44       1.632544318613e+33       8.617998554992e+33       3.523944761049e+43       1.174648253683e+43       7.116071493655e+43       2.595454175879e+44       5.508143072742e+20       5.508143072742e+20       1.000000000000e+00       3.949421634514e-11       8.642262770491e-01       2.122227055262e-24       2.122227055262e-24       8.642262770886e-01       1.568700000263e-03       3.842700046912e-04       3.680090060397e-08      -0.000000000000e+00       0.000000000000e+00       1.451130589786e-06       6.826502931254e+00       7.071067811865e-02       0.000000000000e+00 
       8.577320689599e+13       1.026474435231e-25       5.398760549724e-09       1.588721386014e+22       1.450740737092e+04       1.691368190129e-10       1.244346853950e+18       3.117046483211e-09       1.489311912151e+44       1.598735314550e+33       8.439525024541e+33       3.426977159264e+43       1.142325719755e+43       6.920260141986e+43       2.524035642377e+44       5.491561031993e+20       5.491561031993e+20       1.000000000000e+00       3.977067585955e-11       8.642262770489e-01       2.175706610396e-24       2.175706610396e-24       8.642262770886e-01       1.568700000278e-03       3.863769921780e-04       3.680090060397e-08      -0.000000000000e+00       0.000000000000e+00       1.520232046442e-06       6.516207343469e+00       7.071067811865e-02       0.000000000000e+00 
       8.517696811915e+13       1.040895374571e-25       5.436959327199e-09       1.566710667841e+22       1.450740737092e+04       1.703207767460e-10       1.235696975125e+18       3.138865808594e-09       1.448330848536e+44       1.565626474484e+33       8.264747572810e+33       3.332677793344e+43       1.110892597781e+43       6.729836887594e+43       2.454582316728e+44       5.473880575282e+20       5.473880575282e+20       1.000000000000e+00       4.004907059055e-11       8.642262770486e-01       2.230066002667e-24       2.230066002667e-24       8.642262770887e-01       1.568700000292e-03       3.884547887014e-04       3.680090060397e-08      -0.000000000000e+00       0.000000000000e+00       1.589333503099e-06       6.232893980710e+00       7.071067811865e-02       0.000000000000e+00 
       8.458487400115e+13       1.055518913688e-25       5.475158104673e-09       1.545004894084e+22       1.450740737092e+04       1.715130221832e-10       1.227107224553e+18       3.160837869254e-09       1.408477451704e+44       1.533203298443e+33       8.093589656248e+33       3.240973242037e+43       1.080324414012e+43       6.544653467408e+43       2.387040122745e+44       5.455140537781e+20       5.455140537781e+20       1.000000000000e+00       4.032941408467e-11       8.642262770484e-01       2.285315812584e-24       2.285315812584e-24       8.642262770887e-01       1.568700000307e-03       3.905037986836e-04       3.680090060397e-08      -0.000000000000e+00       0.000000000000e+00       1.658434959755e-06       5.973190064847e+00       7.071067811865e-02       0.000000000000e+00 
       8.399689573103e+13       1.070347898907e-25       5.513356882147e-09       1.523599839933e+22       1.450740737092e+04       1.727136133385e-10       1.218577184263e+18       3.182963734338e-09       1.369720691902e+44       1.501451586740e+33       7.925976316474e+33       3.151792104408e+43       1.050597368136e+43       6.364565698081e+43       2.321356472245e+44       5.435379096713e+20       5.435379096713e+20       1.000000000000e+00       4.061171998325e-11       8.642262770481e-01       2.341466793963e-24       2.341466793963e-24       8.642262770888e-01       1.568700000322e-03       3.925244209436e-04       3.680090060397e-08      -0.000000000000e+00       0.000000000000e+00       1.727536416411e-06       5.734262462253e+00       7.071067811865e-02       0.000000000000e+00 
       8.341300469814e+13       1.085385216539e-25       5.551555659622e-09       1.502491339111e+22       1.450740737092e+04       1.739226086319e-10       1.210106439189e+18       3.205244480478e-09       1.332030393213e+44       1.470357433756e+33       7.761834147448e+33       3.065064944248e+43       1.021688314749e+43       6.189433363725e+43       2.257480224102e+44       5.414633762048e+20       5.414633762048e+20       1.000000000000e+00       4.089600202312e-11       8.642262770479e-01       2.398529876027e-24       2.398529876027e-24       8.642262770888e-01       1.568700000337e-03       3.945170487753e-04       3.680090060397e-08      -0.000000000000e+00       0.000000000000e+00       1.796637873068e-06       5.513713906012e+00       7.071067811865e-02       0.000000000000e+00 
       8.283317249071e+13       1.100633793446e-25       5.589754437096e-09       1.481675283059e+22       1.450740737092e+04       1.751400668923e-10       1.201694577148e+18       3.227681191842e-09       1.295377210063e+44       1.439907221847e+33       7.601091263328e+33       2.980724236004e+43       9.935747453346e+42       6.019120106740e+43       2.195361644428e+44       5.392941368717e+20       5.392941368717e+20       1.000000000000e+00       4.118227403727e-11       8.642262770477e-01       2.456516165528e-24       2.456516165528e-24       8.642262770888e-01       1.568700000353e-03       3.964820700234e-04       3.680090060397e-08      -0.000000000000e+00       0.000000000000e+00       1.865739329724e-06       5.309502279863e+00       7.071067811865e-02       0.000000000000e+00 
       8.225737089444e+13       1.116096597610e-25       5.629772203974e-09       1.461147620144e+22       1.450740737092e+04       1.763660473605e-10       1.193341188827e+18       3.250274960184e-09       1.259732604377e+44       1.410087615385e+33       7.443677266982e+33       2.898704312212e+43       9.662347707373e+42       5.853493321650e+43       2.134952367852e+44       5.370338070261e+20       5.370338070261e+20       1.000000000000e+00       4.147054995552e-11       8.642262770474e-01       2.515436948912e-24       2.515436948912e-24       8.642262770889e-01       1.568700000368e-03       3.984198671596e-04       3.680090060397e-08      -0.000000000000e+00       0.000000000000e+00       1.934840786381e-06       5.119877198440e+00       7.071067811865e-02       0.000000000000e+00 
       8.168557189121e+13       1.131776638709e-25       5.669789970852e-09       1.440904354863e+22       1.450740737092e+04       1.776006096920e-10       1.185045867752e+18       3.273026884906e-09       1.225068823353e+44       1.380885554911e+33       7.289523219160e+33       2.818941312364e+43       9.396471041213e+42       5.692424051854e+43       2.076205359862e+44       5.346859333823e+20       5.346859333823e+20       1.000000000000e+00       4.176084380520e-11       8.642262770472e-01       2.575303694514e-24       2.575303694514e-24       8.642262770889e-01       1.568700000384e-03       4.003308173564e-04       3.680090060397e-08      -0.000000000000e+00       0.000000000000e+00       2.003942243037e-06       4.943329708838e+00       7.071067811865e-02       0.000000000000e+00 
       8.111774765760e+13       1.147676968707e-25       5.707988748327e-09       1.420941547068e+22       1.450740737092e+04       1.788438139599e-10       1.176808210280e+18       3.295938073100e-09       1.191358877859e+44       1.352288251424e+33       7.138561608302e+33       2.741373133188e+43       9.137910443959e+42       5.535786889219e+43       2.019074880184e+44       5.322539936383e+20       5.322539936383e+20       1.000000000000e+00       4.205316971182e-11       8.642262770469e-01       2.636128054794e-24       2.636128054794e-24       8.642262770890e-01       1.568700000400e-03       4.022152925611e-04       3.680090060397e-08      -0.000000000000e+00       0.000000000000e+00       2.073043699693e-06       4.778552051877e+00       7.071067811865e-02       0.000000000000e+00 
       8.055387056366e+13       1.163800682440e-25       5.748006515205e-09       1.401255311201e+22       1.450740737092e+04       1.800957206576e-10       1.168627815571e+18       3.319009639611e-09       1.158576521413e+44       1.324283180771e+33       6.990726320973e+33       2.665939380292e+43       8.886464600973e+42       5.383459876442e+43       1.963516447170e+44       5.297413962169e+20       5.297413962169e+20       1.000000000000e+00       4.234754189979e-11       8.642262770466e-01       2.697921868597e-24       2.697921868597e-24       8.642262770890e-01       1.568700000416e-03       4.040736595677e-04       3.680090060397e-08      -0.000000000000e+00       0.000000000000e+00       2.142145156350e-06       4.624405211494e+00       7.071067811865e-02       0.000000000000e+00 
       7.999391317146e+13       1.180150918228e-25       5.789843271486e-09       1.381841815535e+22       1.450740737092e+04       1.813563907022e-10       1.160504285572e+18       3.342242707088e-09       1.126696229756e+44       1.296858078169e+33       6.845952612906e+33       2.592581321145e+43       8.641937737150e+42       5.235324412091e+43       1.909486803161e+44       5.271514801165e+20       5.271514801165e+20       1.000000000000e+00       4.264397469308e-11       8.642262770464e-01       2.760697163467e-24       2.760697163467e-24       8.642262770890e-01       1.568700000432e-03       4.059062800886e-04       3.680090060397e-08      -0.000000000000e+00       0.000000000000e+00       2.211246613006e-06       4.479892548634e+00       7.071067811865e-02       0.000000000000e+00 
       7.943784823382e+13       1.196730858478e-25       5.829861038364e-09       1.362697281428e+22       1.450740737092e+04       1.826258854371e-10       1.152437224997e+18       3.365638406038e-09       1.095693180972e+44       1.270000932832e+33       6.704177080649e+33       2.521241839345e+43       8.404139464484e+42       5.091265158264e+43       1.856943880812e+44       5.244875148624e+20       5.244875148624e+20       1.000000000000e+00       4.294248251592e-11       8.642262770461e-01       2.824466157981e-24       2.824466157981e-24       8.642262770891e-01       1.568700000449e-03       4.077135108249e-04       3.680090060397e-08      -0.000000000000e+00       0.000000000000e+00       2.280348069662e-06       4.344138228979e+00       7.071067811865e-02       0.000000000000e+00 
       7.888564869297e+13       1.213543730308e-25       5.869878805242e-09       1.343817982591e+22       1.450740737092e+04       1.839042666352e-10       1.144426241308e+18       3.389197874880e-09       1.065543236164e+44       1.243699982709e+33       6.565337633796e+33       2.451865390150e+43       8.172884633834e+42       4.951169950783e+43       1.805846770335e+44       5.217527005547e+20       5.217527005547e+20       1.000000000000e+00       4.324307989351e-11       8.642262770459e-01       2.889241264129e-24       2.889241264129e-24       8.642262770891e-01       1.568700000465e-03       4.094957035358e-04       3.680090060397e-08      -0.000000000000e+00       0.000000000000e+00       2.349449526319e-06       4.216369457538e+00       7.071067811865e-02       0.000000000000e+00 
       7.833728767921e+13       1.230592806175e-25       5.911715561524e-09       1.325200244358e+22       1.450740737092e+04       1.851915965016e-10       1.136470944695e+18       3.412922260004e-09       1.036222920661e+44       1.217943709333e+33       6.429373467798e+33       2.384397957229e+43       7.947993190765e+42       4.814929711871e+43       1.756155687647e+44       5.189501680031e+20       5.189501680031e+20       1.000000000000e+00       4.354578145275e-11       8.642262770456e-01       2.955035089732e-24       2.955035089732e-24       8.642262770892e-01       1.568700000482e-03       4.112532051072e-04       3.680090060397e-08      -0.000000000000e+00       0.000000000000e+00       2.418550982975e-06       4.095901758751e+00       7.071067811865e-02       0.000000000000e+00 
       7.779273850965e+13       1.247881404509e-25       5.953552317806e-09       1.306840442975e+22       1.450740737092e+04       1.864879376771e-10       1.128570948059e+18       3.436812715824e-09       1.007709405738e+44       1.192720832779e+33       6.296225037328e+33       2.318787010608e+43       7.729290035360e+42       4.682438365218e+43       1.707831943396e+44       5.160829789444e+20       5.160829789444e+20       1.000000000000e+00       4.385060192291e-11       8.642262770454e-01       3.021860440895e-24       3.021860440895e-24       8.642262770892e-01       1.568700000499e-03       4.129863576189e-04       3.680090060397e-08      -0.000000000000e+00       0.000000000000e+00       2.487652439631e-06       3.982126709897e+00       7.071067811865e-02       0.000000000000e+00 
       7.725197468684e+13       1.265412890361e-25       5.993570084684e-09       1.288735004892e+22       1.450740737092e+04       1.877933532409e-10       1.120725866990e+18       3.460870404834e-09       9.799804908440e+43       1.168020306722e+33       6.165834030210e+33       2.254981465767e+43       7.516604885889e+42       4.553592753391e+43       1.660837912833e+44       5.131541263355e+20       5.131541263355e+20       1.000000000000e+00       4.415755613636e-11       8.642262770451e-01       3.089730324497e-24       3.089730324497e-24       8.642262770892e-01       1.568700000517e-03       4.146954984115e-04       3.680090060397e-08      -0.000000000000e+00       0.000000000000e+00       2.556753896288e-06       3.874501663684e+00       7.071067811865e-02       0.000000000000e+00 
       7.671496989756e+13       1.283190676058e-25       6.037225830369e-09       1.270880406067e+22       1.450740737092e+04       1.891079067136e-10       1.112935319752e+18       3.485096497668e-09       9.530145863146e+43       1.143831313599e+33       6.038143341876e+33       2.192931643868e+43       7.309772146226e+42       4.428292557519e+43       1.615137006525e+44       5.101665347171e+20       5.101665347171e+20       1.000000000000e+00       4.446665902930e-11       8.642262770448e-01       3.158657950725e-24       3.158657950725e-24       8.642262770893e-01       1.568700000534e-03       4.163809601522e-04       3.680090060397e-08      -0.000000000000e+00       0.000000000000e+00       2.625855352944e-06       3.772541093587e+00       7.071067811865e-02       0.000000000000e+00 
       7.618169801148e+13       1.301218221866e-25       6.079062586650e-09       1.253273171284e+22       1.450740737092e+04       1.904316620606e-10       1.105198927261e+18       3.509492173151e-09       9.267906965640e+43       1.120143259873e+33       5.913097050360e+33       2.132589233074e+43       7.108630776915e+42       4.306440219182e+43       1.570693641860e+44       5.071230606430e+20       5.071230606430e+20       1.000000000000e+00       4.477792564249e-11       8.642262770445e-01       3.228656735648e-24       3.228656735648e-24       8.642262770893e-01       1.568700000552e-03       4.180430708990e-04       3.680090060397e-08      -0.000000000000e+00       0.000000000000e+00       2.694956809600e-06       3.675809270674e+00       7.071067811865e-02       0.000000000000e+00 
